id;name;geoid;geoname;value;datetime
541;Previsión de la producción eólica nacional peninsular;;;6923;2017-01-09T04:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;6828;2017-01-09T05:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;6741;2017-01-09T06:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;6432;2017-01-09T07:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;5810;2017-01-09T08:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;5105;2017-01-09T09:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;4313;2017-01-09T10:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;3461;2017-01-09T11:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;3197;2017-01-09T12:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;3099;2017-01-09T13:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;3008;2017-01-09T14:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;3089;2017-01-09T15:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;3144;2017-01-09T16:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;3182;2017-01-09T17:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;3688;2017-01-09T18:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;4424;2017-01-09T19:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;5017;2017-01-09T20:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;5603;2017-01-09T21:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;6084;2017-01-09T22:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;6318;2017-01-09T23:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;6970;2017-01-10T00:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;7424;2017-01-10T01:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;7567;2017-01-10T02:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;7766;2017-01-10T03:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;8196;2017-01-10T04:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;8709;2017-01-10T05:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;8978;2017-01-10T06:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;9401;2017-01-10T07:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;9652;2017-01-10T08:00:00+01:00
